name,credentials,category,description,city,zip,online,state,url,type
"Young Adult Intensive Outpatient Program (IOP)","Psychiatrist, MD, LMFT, LCSW, MPH, AMFT","anxiety","Young adults (ages 18-26) are good candidates for IOP if they experience frequent, significant mental health difficulties that impact their family, peer relationships, school, and/or job. IOP offers more severe preventative treatment than a traditional outpatient setting offers and is also recommended as a ""step down"" level of care for young adults recently released from the hospital following suicide attempts. BACA's IOP treatment plan includes: individual therapy to address specific goals, med","Oakland","94607","no","CA","https://www.psychologytoday.com/us/groups/young-adult-intensive-outpatient-program-iop-oakland-ca/120502","group"
"Support Group for Loved Ones of Addicts","Drug & Alcohol Counselor, CADC 11","anxiety","If someone else's behaviors are driving you crazy, and others don't seem to understand and you're not getting the compassion you need, then this is a group for you. Often individuals who are close to someone with addictive behaviors, find it is effecting them more than the one with the disease. You learn that you didn't cause it, you can't control or cure it-where does that leave you?  I invite you to regain your peace of mind, with support of others like yourself, guided by a professional. This","Oakland","94610","no","CA","https://www.psychologytoday.com/us/groups/support-group-for-loved-ones-of-addicts-oakland-ca/199455","group"
"Childhood Trauma Processing Group","Marriage & Family Therapist, LMFT","anxiety","Your past doesn’t define you. This 6-week trauma-processing group provides a safe space for adult survivors of childhood physical, emotional, or sexual abuse. Through guided discussions, coping strategies, and inner child healing, you’ll gain tools to manage triggers, set boundaries, and build resilience. Connect with others who understand your journey and reclaim control over your life.  You are stronger than you think. Reach out for a free diagnostic tool and a 20-minute consultation to see if","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group/266795","group"
"Dialectical Behavior Therapy (DBT) Skills Group","Marriage & Family Therapist Associate, AMFT, DBT, CBT","anxiety",", trauma, OCD, and personality disorders. This group can assist you in learning effective mindfulness practices, distress tolerance, and communication skills. Group sessions focus on sharing experiences, validating each other, and learning DBT techniques. The group setting encourages connection, empowerment, and consistent practice of therapeutic tools. The eight-session program covers various DBT skills, ultimately aiming to promote healing and reclaiming a sense of self-control.","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavior-therapy-dbt-skills-group-oakland-ca/293039","group"
"In Person Marginalized Gender Process group","Clinical Social Work/Therapist, LCSW","anxiety","CURRENT OPENINGS This group is for folks with marginalized genders, i.e. women, trans, and non-binary folks. Groups function as a microcosm of the real world and are a powerful place to build better skills and confidence in navigating relationship with ourselves and others. Are you craving connection and feedback?  Would you like to have a supportive place to take risks in relating in new ways? Hearing from others who have dealt with similar issues can help us understand our own predicaments; an","Oakland","94618","no","CA","https://www.psychologytoday.com/us/groups/in-person-marginalized-gender-process-group-oakland-ca/131543","group"
"IFS Group-Trauma, Grief, Anxiety, & Depression","Marriage & Family Therapist, LMFT","anxiety",", depression, relationship challenges, work stress, and life transitions. You’ll explore your inner world, understand your “parts,” and cultivate deep self-compassion. Through experiential practices and meaningful group connection, you’ll gain practical tools to process unresolved emotions and navigate daily stress with greater clarity and resilience—while feeling truly seen, supported, and empowered. Schedule your free consultation to get started.","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/ifs-group-trauma-grief-anxiety-depression-oakland-ca/287294","group"
"Online - Breakup Support Group - 5 people max","Marriage & Family Therapist, PsyD, LMFT, IO, Psych, CGE","anxiety","It's never easy when a marriage or significant relationship ends. Whatever the reason for the split, whether you wanted it or not, the breakup of a relationship can turn your whole world upside down. It triggers all sorts of painful and unsettling feelings. This is a support group to express your feelings and process how the end of your relationship is affecting you. Group members engage in active listening and are eager to connect with you through meaningful dialogue. Why endure the pain associ","Oakland","94618","no","CA","https://www.psychologytoday.com/us/groups/online-breakup-support-group-5-people-max-oakland-ca/179471","group"
"Childhood Trauma Processing Group","Pre-Licensed Professional, ASW, IFS","anxiety","Your past doesn’t define you. This 6-week trauma-processing group provides a safe space for adult survivors of childhood physical, emotional, or sexual abuse. Through guided discussions, coping strategies, and inner child healing, you’ll gain tools to manage triggers, set boundaries, and build resilience. Connect with others who understand your journey and reclaim control over your life.  You are stronger than you think. Reach out for a free diagnostic tool and a 20-minute consultation to see if","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-oakland-ca/269537","group"
"Relationship Trauma Support Group: DBT & Gottman","Licensed Professional Clinical Counselor, LPCC","anxiety",", trust issues, and emotional numbness? This group is designed to help you explore the delicate threads of connection – from communication nuances to financial understanding, trust-building, and the profound realms of intimacy. Whether you're navigating the dating scene, in a committed relationship, or fostering a long-term partnership, let's walk this path of growth, love, and deeper connection, hand in hand.","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/relationship-trauma-support-group-dbt-gottman-oakland-ca/240939","group"
"Group Therapy for Anxious Teens","Psychologist, PsyD","anxiety","head on.  Group therapy provides a supportive environment where your teen can connect with peers they can identify with and build relationships with, and it is far less costly than traditional talk therapy. Accepting referrals for ages 13-18.","Oakland","94610","no","CA","https://www.psychologytoday.com/us/groups/group-therapy-for-anxious-teens-oakland-ca/198049","group"
"Single Ladies in the Bay (SLB) Workshop","Marriage & Family Therapist, MA, LMFT","anxiety","Everyone wants love and yearns for a relationship that provides the deep connection, passionate romance, and emotional security that human beings desperately need for survival. However, modern dating has presented its own unique challenges to ladies in the Bay Area that are looking for love, but struggling to avoid continued toxic energy. This workshop will help you slow down and self-reflect to find the barriers you have unconsciously built against love. You will also learn about the male psych","Oakland","94611","no","CA","https://www.psychologytoday.com/us/groups/single-ladies-in-the-bay-slb-workshop-oakland-ca/221372","group"
